College,StudentID,Session,Engagement,Performance,Cognitive_Load,AI_Assistance_Level
College 6,College6_009,4,0.521,60.29,40.88,0.364
College 6,College6_009,5,0.479,62.42,39.93,0.364
College 6,College6_009,6,0.503,68.78,34.47,0.364
College 6,College6_009,7,0.503,67.22,30.77,0.364
College 6,College6_009,8,0.561,63.87,28.66,0.364
College 6,College6_009,9,0.565,67.43,28.16,0.364
College 6,College6_009,10,0.535,70.48,23.53,0.364
College 6,College6_010,1,0.553,71.54,77.17,0.316
College 6,College6_010,2,0.561,76.39,59.34,0.316
College 6,College6_010,3,0.444,58.9,53.61,0.316
College 6,College6_010,4,0.454,65.82,46.31,0.316
College 6,College6_010,5,0.482,72.79,38.12,0.316
College 6,College6_010,6,0.467,66.8,33.82,0.316
College 6,College6_010,7,0.46,60.84,36.29,0.316
College 6,College6_010,8,0.573,69.9,28.08,0.316
College 6,College6_010,9,0.574,74.45,25.38,0.316
College 6,College6_010,10,0.508,61.95,26.36,0.316
College 6,College6_011,1,0.585,62.65,76.28,0.432
College 6,College6_011,2,0.578,79.42,61.37,0.432
College 6,College6_011,3,0.572,71.4,48.87,0.432
College 6,College6_011,4,0.557,68.5,46.03,0.432
College 6,College6_011,5,0.498,72.29,41.25,0.432
College 6,College6_011,6,0.497,67.24,34.47,0.432
College 6,College6_011,7,0.505,72.37,31.58,0.432
College 6,College6_011,8,0.583,75.53,28.45,0.432
College 6,College6_011,9,0.615,66.9,28.53,0.432
College 6,College6_011,10,0.542,70.54,20.54,0.432
College 6,College6_012,1,0.751,79.08,68,0.517
College 6,College6_012,2,0.829,81.55,55.07,0.517
College 6,College6_012,3,0.821,84.57,44.1,0.517
College 6,College6_012,4,0.736,78.21,39.61,0.517
College 6,College6_012,5,0.66,74.09,36.07,0.517
College 6,College6_012,6,0.709,73.86,29.12,0.517
College 6,College6_012,7,0.762,79.62,24.47,0.517
College 6,College6_012,8,0.772,78.89,25.38,0.517
College 6,College6_012,9,0.823,78.73,26.17,0.517
College 6,College6_012,10,0.75,79.58,22.85,0.517
College 6,College6_013,1,0.691,71.98,71.65,0.43
College 6,College6_013,2,0.626,71.38,62.81,0.43
College 6,College6_013,3,0.599,76.21,51.39,0.43
College 6,College6_013,4,0.546,70.6,44.35,0.43
College 6,College6_013,5,0.513,67.91,37.67,0.43
College 6,College6_013,6,0.523,66.83,28.19,0.43
College 6,College6_013,7,0.539,73.27,32.12,0.43
College 6,College6_013,8,0.646,69.09,27.93,0.43
College 6,College6_013,9,0.702,77.8,26.95,0.43
College 6,College6_013,10,0.676,76.09,26.19,0.43
College 6,College6_014,1,0.645,72.96,74.25,0.365
College 6,College6_014,2,0.596,70.24,59.77,0.365
College 6,College6_014,3,0.585,64.84,49.98,0.365
College 6,College6_014,4,0.552,64.48,43.48,0.365
College 6,College6_014,5,0.508,69.48,38.42,0.365
College 6,College6_014,6,0.551,63.41,37.08,0.365
College 6,College6_014,7,0.57,67.67,33.77,0.365
College 6,College6_014,8,0.625,67.55,30.21,0.365
College 6,College6_014,9,0.617,69.59,27.13,0.365
College 6,College6_014,10,0.575,68.89,23.8,0.365
College 6,College6_015,1,0.506,63.97,76.25,0.522
College 6,College6_015,2,0.522,65.51,60.29,0.522
College 6,College6_015,3,0.526,63.02,51.11,0.522
College 6,College6_015,4,0.532,69.5,46.98,0.522
College 6,College6_015,5,0.469,66.51,34.19,0.522
College 6,College6_015,6,0.481,72.91,29.02,0.522
College 6,College6_015,7,0.47,69.47,30.69,0.522
College 6,College6_015,8,0.554,66.97,29.15,0.522
College 6,College6_015,9,0.514,71.86,26.57,0.522
College 6,College6_015,10,0.575,66.12,26.55,0.522
College 6,College6_016,1,0.519,70.4,77.46,0.472
College 6,College6_016,2,0.539,66.47,63.12,0.472
College 6,College6_016,3,0.509,66.84,51.1,0.472
College 6,College6_016,4,0.391,69.09,44.63,0.472
College 6,College6_016,5,0.395,70.44,35.58,0.472
College 6,College6_016,6,0.398,53.99,34.6,0.472
College 6,College6_016,7,0.463,65.99,34.69,0.472
College 6,College6_016,8,0.504,79.07,24.62,0.472
College 6,College6_016,9,0.471,67.84,24.65,0.472
College 6,College6_016,10,0.471,65.99,24.92,0.472
College 6,College6_017,1,0.756,79.16,69.46,0.562
College 6,College6_017,2,0.793,73.55,58.28,0.562
College 6,College6_017,3,0.721,75.25,47.38,0.562
College 6,College6_017,4,0.717,74.07,37.36,0.562
College 6,College6_017,5,0.687,73.8,30.46,0.562
College 6,College6_017,6,0.634,72.35,30.35,0.562
College 6,College6_017,7,0.746,78.15,29.87,0.562
College 6,College6_017,8,0.756,78.46,25.2,0.562
College 6,College6_017,9,0.72,77.62,21.94,0.562
College 6,College6_017,10,0.781,83.11,22.69,0.562
College 6,College6_018,1,0.454,61.94,80.38,0.514
College 6,College6_018,2,0.461,66.63,64.04,0.514
College 6,College6_018,3,0.46,59.95,48.03,0.514
College 6,College6_018,4,0.444,66.66,42.32,0.514
College 6,College6_018,5,0.364,65.97,41.36,0.514
College 6,College6_018,6,0.426,66.94,34.46,0.514
College 6,College6_018,7,0.431,73.19,31.66,0.514
College 6,College6_018,8,0.474,58.73,28.73,0.514
College 6,College6_018,9,0.548,70.31,25.57,0.514
College 6,College6_018,10,0.482,61.47,26.32,0.514
College 6,College6_019,1,0.6,77.68,72.74,0.33
College 6,College6_019,2,0.597,76.01,66.44,0.33
College 6,College6_019,3,0.564,59.33,50.77,0.33
College 6,College6_019,4,0.48,63.68,44.37,0.33
College 6,College6_019,5,0.433,57.39,37.38,0.33
College 6,College6_019,6,0.522,70.54,32.41,0.33
College 6,College6_019,7,0.517,66.56,28.92,0.33
College 6,College6_019,8,0.566,71.21,29.21,0.33
College 6,College6_019,9,0.572,67.46,23.34,0.33
College 6,College6_019,10,0.57,64.79,25.52,0.33
College 6,College6_020,1,0.463,60.64,79.24,0.495
College 6,College6_020,2,0.445,62.53,62.15,0.495
College 6,College6_020,3,0.405,63.07,56.8,0.495
College 6,College6_020,4,0.45,60.37,45.99,0.495
College 6,College6_020,5,0.349,66.39,38.55,0.495
College 6,College6_020,6,0.421,57.01,34.13,0.495
College 6,College6_020,7,0.412,62.62,31.44,0.495
College 6,College6_020,8,0.451,70.35,28.22,0.495
College 6,College6_020,9,0.473,60.93,27.26,0.495
College 6,College6_020,10,0.472,65.76,26.83,0.495
College 6,College6_021,1,0.615,73.36,74.26,0.488
College 6,College6_021,2,0.542,66.12,62.08,0.488
College 6,College6_021,3,0.601,74.87,50.74,0.488
College 6,College6_021,4,0.541,68.18,41.11,0.488
College 6,College6_021,5,0.526,72.07,38.98,0.488
College 6,College6_021,6,0.542,74.12,31.23,0.488
College 6,College6_021,7,0.579,72.03,31.51,0.488
College 6,College6_021,8,0.545,71.64,26.25,0.488
College 6,College6_021,9,0.583,68.66,25.53,0.488
College 6,College6_021,10,0.597,75.29,24.74,0.488
College 6,College6_022,1,0.669,75.98,79.81,0.665
College 6,College6_022,2,0.637,73.23,58.35,0.665
College 6,College6_022,3,0.621,71.61,49.5,0.665
College 6,College6_022,4,0.558,78.79,38.21,0.665
College 6,College6_022,5,0.522,68.33,34.73,0.665
College 6,College6_022,6,0.538,73.48,28.33,0.665
College 6,College6_022,7,0.584,72.19,29.72,0.665
College 6,College6_022,8,0.583,71.91,25.96,0.665
College 6,College6_022,9,0.648,72.73,21.22,0.665
College 6,College6_022,10,0.63,71.14,23.01,0.665
College 6,College6_023,1,0.684,78.74,77.5,0.62
College 6,College6_023,2,0.699,76.45,57.63,0.62
College 6,College6_023,3,0.608,65.94,47.85,0.62
College 6,College6_023,4,0.567,70.76,38.76,0.62
College 6,College6_023,5,0.545,72.04,31.56,0.62
College 6,College6_023,6,0.589,75.95,29.9,0.62
College 6,College6_023,7,0.583,79.47,27.57,0.62
College 6,College6_023,8,0.658,80.27,26.78,0.62
College 6,College6_023,9,0.646,75.94,27.32,0.62
College 6,College6_023,10,0.674,75.39,24.51,0.62
College 6,College6_024,1,0.502,64.28,78.92,0.32
College 6,College6_024,2,0.585,66.46,66.75,0.32
College 6,College6_024,3,0.536,71.3,50.3,0.32
College 6,College6_024,4,0.418,58.94,41.44,0.32
College 6,College6_024,5,0.443,60.11,42.24,0.32
College 6,College6_024,6,0.437,65.99,32.43,0.32
College 6,College6_024,7,0.461,63.37,31.33,0.32
College 6,College6_024,8,0.473,64.03,30.89,0.32
College 6,College6_024,9,0.523,70.86,27.76,0.32
College 6,College6_024,10,0.472,69.71,26.39,0.32
College 6,College6_025,1,0.318,61.6,80.57,0.476
College 6,College6_025,2,0.368,69.95,67.22,0.476
College 6,College6_025,3,0.302,54.48,57.15,0.476
College 6,College6_025,4,0.242,56.2,46.79,0.476
College 6,College6_025,5,0.313,66.7,38.21,0.476
College 6,College6_025,6,0.254,64.9,34.84,0.476
College 6,College6_025,7,0.217,53.08,33.03,0.476
College 6,College6_025,8,0.372,69.54,29.36,0.476
College 6,College6_025,9,0.381,65.1,28.11,0.476
College 6,College6_025,10,0.329,65.54,26.88,0.476
College 6,College6_026,1,0.687,77.96,71.61,0.682
College 6,College6_026,2,0.63,76.3,58.7,0.682
College 6,College6_026,3,0.692,72.91,44.01,0.682
College 6,College6_026,4,0.617,74.38,38.83,0.682
College 6,College6_026,5,0.623,80.67,38.08,0.682
College 6,College6_026,6,0.615,76.22,30.2,0.682
College 6,College6_026,7,0.638,71.22,29.98,0.682
College 6,College6_026,8,0.688,73.88,27.23,0.682
College 6,College6_026,9,0.697,75.21,24.2,0.682
College 6,College6_026,10,0.707,82.64,23.61,0.682
College 6,College6_027,1,0.71,77.81,71.61,0.334
College 6,College6_027,2,0.685,75.1,59.58,0.334
College 6,College6_027,3,0.643,69.76,46.49,0.334
College 6,College6_027,4,0.64,69.32,40.85,0.334
College 6,College6_027,5,0.603,71.56,38.96,0.334
College 6,College6_027,6,0.637,76.65,32.81,0.334
College 6,College6_027,7,0.683,77.66,28.34,0.334
College 6,College6_027,8,0.684,70.35,26.27,0.334
College 6,College6_027,9,0.714,72.12,27.73,0.334
College 6,College6_027,10,0.664,70.46,24.07,0.334
College 6,College6_028,1,0.537,74.26,78.21,0.677
College 6,College6_028,2,0.569,75.2,64.68,0.677
College 6,College6_028,3,0.51,64.28,51.2,0.677
College 6,College6_028,4,0.427,67.91,42.58,0.677
College 6,College6_028,5,0.403,66.23,33.61,0.677
College 6,College6_028,6,0.462,70.89,33.34,0.677
College 6,College6_028,7,0.45,67.7,30.69,0.677
College 6,College6_028,8,0.524,76.06,27.9,0.677
College 6,College6_028,9,0.517,69.5,26.38,0.677
College 6,College6_028,10,0.467,66.69,24.68,0.677
College 6,College6_029,1,0.45,64.91,78.1,0.426
College 6,College6_029,2,0.494,65.46,68.83,0.426
College 6,College6_029,3,0.43,58.9,52.94,0.426
College 6,College6_029,4,0.423,64.88,44.94,0.426
College 6,College6_029,5,0.387,58.73,38.93,0.426
College 6,College6_029,6,0.39,68.75,37.81,0.426
College 6,College6_029,7,0.472,55.75,28.28,0.426
College 6,College6_029,8,0.455,65.72,29.05,0.426
College 6,College6_029,9,0.493,66.61,24.22,0.426
College 6,College6_029,10,0.4,61.11,21.46,0.426
College 6,College6_030,1,0.503,65.83,79.18,0.084
College 6,College6_030,2,0.574,71.06,66.55,0.084
College 6,College6_030,3,0.473,65.14,52.51,0.084
College 6,College6_030,4,0.464,59.72,50.74,0.084
College 6,College6_030,5,0.457,64.65,41.53,0.084
College 6,College6_030,6,0.511,64.19,39.54,0.084
College 6,College6_030,7,0.474,65.13,31.28,0.084
College 6,College6_030,8,0.518,67.35,30.9,0.084
College 6,College6_030,9,0.522,70.83,31.23,0.084
College 6,College6_030,10,0.514,62.56,27.84,0.084
College 6,College6_031,1,0.49,66.66,75.9,0.568
College 6,College6_031,2,0.481,64.63,62.11,0.568
College 6,College6_031,3,0.54,67,52.95,0.568
College 6,College6_031,4,0.464,70.97,44.41,0.568
College 6,College6_031,5,0.442,55.66,38.33,0.568
College 6,College6_031,6,0.463,64.66,33.53,0.568
College 6,College6_031,7,0.456,67.09,30.32,0.568
College 6,College6_031,8,0.512,75.51,25.35,0.568
College 6,College6_031,9,0.578,67.15,25.96,0.568
College 6,College6_031,10,0.49,62.52,25.66,0.568
College 6,College6_032,1,0.475,66.41,79.89,0.462
College 6,College6_032,2,0.458,66.23,64.22,0.462
College 6,College6_032,3,0.48,63.46,53.1,0.462
College 6,College6_032,4,0.453,70.89,45.31,0.462
College 6,College6_032,5,0.387,61.77,36.01,0.462
College 6,College6_032,6,0.432,63.28,33.77,0.462
College 6,College6_032,7,0.443,67.54,30.74,0.462
College 6,College6_032,8,0.411,63.17,27.85,0.462
College 6,College6_032,9,0.494,77.1,28.54,0.462
College 6,College6_032,10,0.462,64.57,24.7,0.462
College 6,College6_033,1,0.661,75.96,71.5,0.444
College 6,College6_033,2,0.661,74.06,62.72,0.444
College 6,College6_033,3,0.539,73.5,47.24,0.444
College 6,College6_033,4,0.581,69.19,41.89,0.444
College 6,College6_033,5,0.512,72.34,35,0.444
College 6,College6_033,6,0.536,68.62,32.83,0.444
College 6,College6_033,7,0.586,72.94,29.91,0.444
College 6,College6_033,8,0.679,81.47,28.62,0.444
College 6,College6_033,9,0.609,71.19,23.14,0.444
College 6,College6_033,10,0.571,74.3,23.54,0.444
College 6,College6_034,1,0.46,56.21,76.78,0.257
College 6,College6_034,2,0.54,69.75,61.74,0.257
College 6,College6_034,3,0.549,64.98,54.43,0.257
College 6,College6_034,4,0.464,58.53,44.85,0.257
College 6,College6_034,5,0.446,64.26,39.09,0.257
College 6,College6_034,6,0.411,53.96,39.04,0.257
College 6,College6_034,7,0.508,66.78,31.89,0.257
College 6,College6_034,8,0.546,62.62,31.18,0.257
College 6,College6_034,9,0.504,59.86,28.26,0.257
College 6,College6_034,10,0.513,65.91,24.06,0.257
College 6,College6_035,1,0.624,73.69,72.57,0.163
College 6,College6_035,2,0.612,71.25,67.19,0.163
College 6,College6_035,3,0.458,59.56,53.02,0.163
College 6,College6_035,4,0.55,70.46,43.9,0.163
College 6,College6_035,5,0.517,66.09,38.12,0.163
College 6,College6_035,6,0.469,63.79,36.41,0.163
College 6,College6_035,7,0.517,62.84,31.99,0.163
College 6,College6_035,8,0.581,67.76,26.44,0.163
College 6,College6_035,9,0.547,63.16,30.11,0.163
College 6,College6_035,10,0.543,58.29,27.6,0.163
College 6,College6_036,1,0.486,69.12,78.46,0.564
College 6,College6_036,2,0.53,71.49,59.92,0.564
College 6,College6_036,3,0.593,74.33,50.64,0.564
College 6,College6_036,4,0.494,65.38,41.58,0.564
College 6,College6_036,5,0.446,74.16,36.22,0.564
College 6,College6_036,6,0.501,67.06,34.16,0.564
College 6,College6_036,7,0.545,74,28.99,0.564
College 6,College6_036,8,0.519,67.12,29.24,0.564
College 6,College6_036,9,0.64,71.83,22.26,0.564
College 6,College6_036,10,0.545,77.79,22.24,0.564
College 6,College6_037,1,0.611,79.8,77.52,0.923
College 6,College6_037,2,0.598,76.16,59.01,0.923
College 6,College6_037,3,0.571,67.2,43.56,0.923
College 6,College6_037,4,0.508,67.18,40.05,0.923
College 6,College6_037,5,0.503,70.72,32.73,0.923
College 6,College6_037,6,0.494,66.94,33.11,0.923
College 6,College6_037,7,0.514,70.25,26.77,0.923
College 6,College6_037,8,0.574,72.8,24.96,0.923
College 6,College6_037,9,0.624,75.19,27.79,0.923
College 6,College6_037,10,0.574,80.79,23.82,0.923
College 6,College6_038,1,0.59,66.2,76.95,0.413
College 6,College6_038,2,0.589,76.54,63.18,0.413
College 6,College6_038,3,0.525,66.43,49.54,0.413
College 6,College6_038,4,0.494,63.72,44.77,0.413
College 6,College6_038,5,0.507,68.48,38.86,0.413
College 6,College6_038,6,0.489,66.36,33.57,0.413
College 6,College6_038,7,0.528,67.09,30.16,0.413
College 6,College6_038,8,0.56,70.23,26.71,0.413
College 6,College6_038,9,0.57,69.94,27.67,0.413
College 6,College6_038,10,0.614,70.88,24.2,0.413
College 6,College6_039,1,0.692,75.23,72.83,0.419
College 6,College6_039,2,0.689,76.87,54.43,0.419
College 6,College6_039,3,0.676,75.83,47.56,0.419
College 6,College6_039,4,0.649,77.41,40.66,0.419
College 6,College6_039,5,0.612,74.91,35.46,0.419
College 6,College6_039,6,0.647,76.55,29.61,0.419
College 6,College6_039,7,0.652,73.72,28.74,0.419
College 6,College6_039,8,0.721,77.98,25.48,0.419
College 6,College6_039,9,0.745,78.98,25.12,0.419
College 6,College6_039,10,0.691,70.46,21.25,0.419
College 6,College6_040,1,0.731,77.34,74.09,0.409
College 6,College6_040,2,0.78,87.17,58.12,0.409
College 6,College6_040,3,0.639,74.63,52.88,0.409
College 6,College6_040,4,0.67,73.27,42.7,0.409
College 6,College6_040,5,0.667,70.86,36,0.409
College 6,College6_040,6,0.656,76.64,30.7,0.409
College 6,College6_040,7,0.639,76.79,29.06,0.409
College 6,College6_040,8,0.76,78.5,27.52,0.409
College 6,College6_040,9,0.75,75.59,28.65,0.409
College 6,College6_040,10,0.709,81.32,27.08,0.409
College 6,College6_041,1,0.467,66.78,79.03,0.173
College 6,College6_041,2,0.47,66.32,72.01,0.173
College 6,College6_041,3,0.488,63.9,54.96,0.173
College 6,College6_041,4,0.383,57.85,47.36,0.173
College 6,College6_041,5,0.362,58.16,39.03,0.173
College 6,College6_041,6,0.41,57.28,36.89,0.173
College 6,College6_041,7,0.47,62.26,34.21,0.173
College 6,College6_041,8,0.492,61.92,28.63,0.173
College 6,College6_041,9,0.485,63.16,28.02,0.173
College 6,College6_041,10,0.455,60.38,28.17,0.173
College 6,College6_042,1,0.657,72.81,72.13,0.455
College 6,College6_042,2,0.65,73.7,62.72,0.455
College 6,College6_042,3,0.642,67.56,48.61,0.455
College 6,College6_042,4,0.574,65.98,40.77,0.455
College 6,College6_042,5,0.523,61.35,36.44,0.455
College 6,College6_042,6,0.574,74.67,34.47,0.455
College 6,College6_042,7,0.575,68.58,29.42,0.455
College 6,College6_042,8,0.67,80.03,28.68,0.455
College 6,College6_042,9,0.66,63.54,25.6,0.455
College 6,College6_042,10,0.676,81.17,26.08,0.455
College 6,College6_043,1,0.601,70.62,72.76,0.209
College 6,College6_043,2,0.589,63.61,63.59,0.209
College 6,College6_043,3,0.485,62.53,48.56,0.209
College 6,College6_043,4,0.582,68.48,48.06,0.209
College 6,College6_043,5,0.506,67.64,43.71,0.209
College 6,College6_043,6,0.502,63,32.83,0.209
College 6,College6_043,7,0.521,69.25,34.33,0.209
College 6,College6_043,8,0.576,63.43,30.49,0.209
College 6,College6_043,9,0.628,70.65,26.95,0.209
College 6,College6_043,10,0.57,67.36,25.66,0.209
College 6,College6_044,1,0.453,62.55,87.78,0.222
College 6,College6_044,2,0.431,56.68,66.86,0.222
College 6,College6_044,3,0.417,55.17,56.19,0.222
College 6,College6_044,4,0.356,57.89,50.16,0.222
College 6,College6_044,5,0.376,63.09,40.6,0.222
College 6,College6_044,6,0.32,48.3,38.26,0.222
College 6,College6_044,7,0.384,60.3,34.95,0.222
College 6,College6_044,8,0.447,65.91,31.76,0.222
College 6,College6_044,9,0.4,55.1,33.86,0.222
College 6,College6_044,10,0.419,58.53,26.15,0.222
College 6,College6_045,1,0.679,73.5,74.91,0.249
College 6,College6_045,2,0.66,67.58,63.05,0.249
College 6,College6_045,3,0.697,74.37,51.91,0.249
College 6,College6_045,4,0.611,78.09,45.21,0.249
College 6,College6_045,5,0.598,72.26,37.52,0.249
College 6,College6_045,6,0.549,67.05,36.45,0.249
College 6,College6_045,7,0.64,61.44,31.91,0.249
College 6,College6_045,8,0.639,69.11,25.83,0.249
College 6,College6_045,9,0.7,75.88,27.56,0.249
College 6,College6_045,10,0.606,67.71,21.44,0.249
College 6,College6_046,1,0.752,75.37,68.9,0.411
College 6,College6_046,2,0.794,81.2,57.85,0.411
College 6,College6_046,3,0.747,70.09,46.27,0.411
College 6,College6_046,4,0.792,84.32,38.21,0.411
College 6,College6_046,5,0.685,68.63,36.4,0.411
College 6,College6_046,6,0.631,71.43,30.08,0.411
College 6,College6_046,7,0.716,73.39,28.05,0.411
College 6,College6_046,8,0.757,79.41,24.35,0.411
College 6,College6_046,9,0.751,77.19,24.4,0.411
College 6,College6_046,10,0.744,78.6,24.37,0.411
College 6,College6_047,1,0.767,72.83,71.87,0.673
College 6,College6_047,2,0.735,79.46,54.51,0.673
College 6,College6_047,3,0.751,84.92,45.76,0.673
College 6,College6_047,4,0.706,83.54,35.91,0.673
College 6,College6_047,5,0.657,76.48,29.18,0.673
College 6,College6_047,6,0.646,72.26,28.25,0.673
College 6,College6_047,7,0.672,80.59,27.86,0.673
College 6,College6_047,8,0.745,80.17,26.08,0.673
College 6,College6_047,9,0.727,77.98,21.75,0.673
College 6,College6_047,10,0.686,71.78,18.93,0.673
College 6,College6_048,1,0.729,71.59,68.21,0.321
College 6,College6_048,2,0.866,86.12,54.06,0.321
College 6,College6_048,3,0.78,84.12,47.92,0.321
College 6,College6_048,4,0.724,74.93,39.02,0.321
College 6,College6_048,5,0.694,79.95,32.42,0.321
College 6,College6_048,6,0.701,80.28,27.81,0.321
College 6,College6_048,7,0.812,80.07,29.63,0.321
College 6,College6_048,8,0.82,87.05,27.7,0.321
College 6,College6_048,9,0.805,76.97,27.16,0.321
College 6,College6_048,10,0.824,72.46,24.78,0.321
College 6,College6_049,1,0.437,64.12,84.72,0.554
College 6,College6_049,2,0.437,61.21,65.59,0.554
College 6,College6_049,3,0.436,64.26,53.81,0.554
College 6,College6_049,4,0.327,55,47.23,0.554
College 6,College6_049,5,0.338,59.37,38.09,0.554
College 6,College6_049,6,0.295,51.57,36.19,0.554
College 6,College6_049,7,0.37,56.93,32.88,0.554
College 6,College6_049,8,0.436,68.58,28.63,0.554
College 6,College6_049,9,0.439,68.27,24.5,0.554
College 6,College6_049,10,0.387,61.81,26.16,0.554
College 6,College6_050,1,0.638,70.57,76.55,0.337
College 6,College6_050,2,0.591,75.36,59.86,0.337
College 6,College6_050,3,0.579,66.33,51.27,0.337
College 6,College6_050,4,0.532,74.2,43.96,0.337
College 6,College6_050,5,0.503,66.39,36.71,0.337
College 6,College6_050,6,0.569,73.01,31.92,0.337
College 6,College6_050,7,0.568,81.19,30.53,0.337
College 6,College6_050,8,0.55,68.86,30.03,0.337
College 6,College6_050,9,0.652,72.33,25.21,0.337
College 6,College6_050,10,0.587,65.5,25.36,0.337
